bitcoin-forum:2287.0,18qT4ZBta9HsYxgFhbYZFdqDfWc8kuDsRq,1EFEq5Z2fDWYtrY1HfWngsWs4Zoztfusuq,ebay,1
bitcoin-forum:2325.0,18qT4ZBta9HsYxgFhbYZFdqDfWc8kuDsRq,14ySrd81yHFEXCT4xsgdEuE5xgLxHik5HN,DRDGold,1
test1.xxxxxxxx,19gw8yfvq4HMaYdKYtpKpd6YttxJX7CoyD,18qT4ZBta9HsYxgFhbYZFdqDfWc8kuDsRq,testShare,10
test2.xxxxxxxx,18qT4ZBta9HsYxgFhbYZFdqDfWc8kuDsRq,1CFCcaV6tFwWC4zGyr2na6H97f8bKxpy4K,testShare,1
7b9b.1294622237,18qT4ZBta9HsYxgFhbYZFdqDfWc8kuDsRq,1CFCcaV6tFwWC4zGyr2na6H97f8bKxpy4K,testShare,1
